Triangle,71
Triangle,77
Triangle,67
Triangle,71
Triangle,69
Triangle,67
Triangle,74
Triangle,74
Triangle,70
Triangle,77
Triangle,65
Triangle,80
Triangle,71
Triangle,74
Triangle,69
Triangle,81
Triangle,76
Triangle,75
Triangle,77
Triangle,76
Triangle,76
Triangle,77
Triangle,68
Triangle,77
Triangle,79
Triangle,76
Triangle,79
Triangle,74
Triangle,74
Triangle,76
Triangle,73
Triangle,78
Triangle,70
Triangle,67
Triangle,75
Triangle,69
Triangle,72
Triangle,70
Triangle,76
Triangle,78
Triangle,74
Triangle,77
Triangle,71
Triangle,66
Triangle,70
Triangle,72
Triangle,83
Triangle,82
Triangle,72
Triangle,75
Cube,60
Cube,68
Cube,50
Cube,53
Cube,63
Cube,58
Cube,54
Cube,61
Cube,77
Cube,68
Cube,50
Cube,57
Cube,65
Cube,52
Cube,59
Cube,63
Cube,55
Cube,61
Cube,63
Cube,63
Cube,56
Cube,57
Cube,61
Cube,61
Cube,56
Cube,56
Cube,60
Cube,63
Cube,60
Cube,63
Cube,58
Cube,55
Cube,56
Cube,57
Cube,57
Cube,52
Cube,59
Cube,64
Cube,64
Cube,61
Cube,55
Cube,61
Cube,59
Cube,59
Cube,53
Cube,84
Cube,57
Cube,60
Cube,60
Cube,56
Cylinder,92
Cylinder,88
Cylinder,96
Cylinder,86
Cylinder,94
Cylinder,97
Cylinder,86
Cylinder,88
Cylinder,99
Cylinder,91
Cylinder,96
Cylinder,76
Cylinder,90
Cylinder,95
Cylinder,91
Cylinder,91
Cylinder,82
Cylinder,58
Cylinder,103
Cylinder,88
Cylinder,98
Cylinder,90
Cylinder,93
Cylinder,87
Cylinder,94
Cylinder,94
Cylinder,90
Cylinder,98
Cylinder,92
Cylinder,87
Cylinder,91
Cylinder,103
Cylinder,95
Cylinder,89
Cylinder,99
Cylinder,97
Cylinder,97
Cylinder,92
Cylinder,99
Cylinder,96
Cylinder,87
Cylinder,90
Cylinder,93
Cylinder,54
Cylinder,95
Cylinder,94
Cylinder,90
Cylinder,93
Cylinder,96
Cylinder,91
Cube,53
Cube,70
Cube,68
Cube,64
Cube,83
Cube,80
Cube,75
Cube,68
Cube,75
Cube,67
Cube,83
Cube,85
Cube,88
Cube,72
Cube,68
Cube,86
Cube,83
Cube,74
Cube,69
Cube,58
Cube,81
Cube,73
Cube,89
Cube,66
Cube,66
Cube,74
Cube,79
Cube,71
Cube,79
Cube,70
Cube,85
Cube,65
Cube,73
Cube,79
Cube,72
Cube,68
Cube,58
Cube,81
Cube,90
Cube,83
Cube,71
Cube,65
Cube,71
Cube,74
Cube,83
Cube,77
Cube,82
Cube,72
Cube,90
Cube,77
Triangle,78
Triangle,80
Triangle,89
Triangle,91
Triangle,82
Triangle,84
Triangle,84
Triangle,84
Triangle,75
Triangle,89
Triangle,81
Triangle,95
Triangle,78
Triangle,92
Triangle,87
Triangle,86
Triangle,81
Triangle,79
Triangle,98
Triangle,88
Triangle,77
Triangle,92
Triangle,88
Triangle,91
Triangle,82
Triangle,84
Triangle,85
Triangle,80
Triangle,88
Triangle,88
Triangle,93
Triangle,82
Triangle,90
Triangle,92
Triangle,80
Triangle,93
Triangle,90
Triangle,83
Triangle,88
Triangle,88
Triangle,80
Triangle,87
Triangle,88
Triangle,88
Triangle,87
Triangle,86
Triangle,81
Triangle,91
Triangle,84
Triangle,88
Cube,85
Cube,83
Cube,83
Cube,81
Cube,87
Cube,87
Cube,79
Cube,83
Cube,82
Cube,87
Cube,89
Cube,86
Cube,88
Cube,79
Cube,73
Cube,86
Cube,84
Cube,85
Cube,81
Cube,84
Cube,85
Cube,79
Cube,86
Cube,85
Cube,78
Cube,76
Cube,84
Cube,85
Cube,81
Cube,88
Cube,80
Cube,90
Cube,77
Cube,88
Cube,86
Cube,82
Cube,85
Cube,63
Cube,86
Cube,81
Cube,81
Cube,80
Cube,97
Cube,85
Cube,79
Cube,81
Cube,82
Cube,92
Cube,93
Cube,88
Triangle,81
Triangle,80
Triangle,76
Triangle,77
Triangle,78
Triangle,78
Triangle,77
Triangle,82
Triangle,71
Triangle,73
Triangle,80
Triangle,74
Triangle,73
Triangle,83
Triangle,70
Triangle,70
Triangle,86
Triangle,82
Triangle,78
Triangle,76
Triangle,75
Triangle,79
Triangle,77
Triangle,73
Triangle,79
Triangle,76
Triangle,76
Triangle,74
Triangle,80
Triangle,76
Triangle,82
Triangle,75
Triangle,70
Triangle,79
Triangle,83
Triangle,81
Triangle,85
Triangle,74
Triangle,77
Triangle,85
Triangle,76
Triangle,75
Triangle,75
Triangle,75
Triangle,77
Triangle,72
Triangle,75
Triangle,75
Triangle,82
Triangle,75
Cylinder,101
Cylinder,92
Cylinder,93
Cylinder,92
Cylinder,96
Cylinder,99
Cylinder,100
Cylinder,86
Cylinder,88
Cylinder,92
Cylinder,96
Cylinder,96
Cylinder,95
Cylinder,87
Cylinder,91
Cylinder,93
Cylinder,94
Cylinder,95
Cylinder,94
Cylinder,91
Cylinder,95
Cylinder,91
Cylinder,99
Cylinder,92
Cylinder,97
Cylinder,99
Cylinder,96
Cylinder,93
Cylinder,90
Cylinder,94
Cylinder,94
Cylinder,93
Cylinder,87
Cylinder,96
Cylinder,94
Cylinder,92
Cylinder,95
Cylinder,100
Cylinder,95
Cylinder,90
Cylinder,88
Cylinder,96
Cylinder,86
Cylinder,95
Cylinder,89
Cylinder,96
Cylinder,99
Cylinder,96
Cylinder,84
Cylinder,95
Cylinder,97
